1	ORDER	FAMILY	TAXON	AUTHORITY	TYPE SPECIES	YEAR	REFERENCE	URL
164	TINAMIFORMES	Tinamidae	Nothoprocta perdicaria	(Kittlitz)		1830	Mem. Pres. Acad. Imp. Sci. St. Petersb. 1 livr. 2: 192 [=193] pl. [12]	
165	TINAMIFORMES	Tinamidae	Nothoprocta perdicaria perdicaria	(Kittlitz)		1830	Mem. Pres. Acad. Imp. Sci. St. Petersb. 1 livr. 2: 193 [=193] pl. [12]	
166	TINAMIFORMES	Tinamidae	Nothoprocta perdicaria sanborni	Conover		1924	Auk 41: 334	https://sora.unm.edu/sites/default/files/journals/auk/v041n02/p0334-p0336.pdf
167	TINAMIFORMES	Tinamidae	Nothoprocta cinerascens	(Burmeister)		1860	J. für Orn. 8: 259	https://biodiversitylibrary.org/page/14327899
168	TINAMIFORMES	Tinamidae	Nothoprocta cinerascens cinerascens	(Burmeister)		1860	J. für Orn. 8: 259	https://biodiversitylibrary.org/page/14327899
169	TINAMIFORMES	Tinamidae	Nothoprocta cinerascens parvimaculata	Olrog		1959	Neotropica 5: 39	
170	TINAMIFORMES	Tinamidae	Nothoprocta pentlandii	"(Gray, GR)"		1867	List Birds Brit. Mus. 5: 103	https://biodiversitylibrary.org/page/19060626
171	TINAMIFORMES	Tinamidae	Nothoprocta pentlandii ambigua	Cory		1915	Field Mus. Nat. Hist. Pub. Orn. Ser. 1: 293	https://biodiversitylibrary.org/page/2650653
172	TINAMIFORMES	Tinamidae	Nothoprocta pentlandii niethammeri	Koepcke		1968	Bonn. Zool. Beitr. 19: 231	https://biodiversitylibrary.org/page/44746856
173	TINAMIFORMES	Tinamidae	Nothoprocta pentlandii oustaleti	Berlepsch & Stolzmann		1901	Ornis 11: 191	https://biodiversitylibrary.org/page/25214932
174	TINAMIFORMES	Tinamidae	Nothoprocta pentlandii fulvescens	Berlepsch		1902	Verh. V Int. Zool. Congr. Berlin: 548	https://biodiversitylibrary.org/page/32464485
175	TINAMIFORMES	Tinamidae	Nothoprocta pentlandii pentlandii	"(Gray, GR)"		1867	List Birds Brit. Mus. 5: 103	https://biodiversitylibrary.org/page/19060626
176	TINAMIFORMES	Tinamidae	Nothoprocta pentlandii patriciae	"Hoy, G"		1987	Hist. Nat. 7:	
177	TINAMIFORMES	Tinamidae	Nothoprocta pentlandii mendozae	Banks & Bohl		1968	Proc. Biol. Soc. Wash. 81: 486	https://biodiversitylibrary.org/page/34606031
178	TINAMIFORMES	Tinamidae	Nothoprocta pentlandii doeringi	Cabanis		1878	J. für Orn. (Ser. 4) 26: 198	https://biodiversitylibrary.org/page/32910949
179	TINAMIFORMES	Tinamidae	Nothoprocta curvirostris	"Sclater, PL & Salvin"		1873	"Nomen. Av. Neotrop.: 153, 163"	https://biodiversitylibrary.org/page/40220944
180	TINAMIFORMES	Tinamidae	Nothoprocta curvirostris curvirostris	"Sclater, PL & Salvin"		1873	"Nomen. Av. Neotrop.: 153, 163"	https://biodiversitylibrary.org/page/40220944
181	TINAMIFORMES	Tinamidae	Nothoprocta curvirostris peruviana	Taczanowski		1886	Orn. Perou 3: 307	https://biodiversitylibrary.org/page/14038006
182	TINAMIFORMES	Tinamidae	Nothura	Wagler	1.000	1827		
183	TINAMIFORMES	Tinamidae	Nothura boraquira	(Spix)		1825	Av. Sp. Nov. Brasil. 2: 63 pl. 79	https://biodiversitylibrary.org/page/41278018
184	TINAMIFORMES	Tinamidae	Nothura minor	(Spix)		1825	Av. Sp. Nov. Brasil. 2: 65 pl. 82	https://biodiversitylibrary.org/page/41278020
185	TINAMIFORMES	Tinamidae	Nothura darwinii	"Gray, GR"		1867	List Birds Brit. Mus. 5: 104	https://biodiversitylibrary.org/page/19060627
186	TINAMIFORMES	Tinamidae	Nothura darwinii peruviana	Berlepsch & Stolzmann		1906	Ornis 13: 101	https://biodiversitylibrary.org/page/24740095
187	TINAMIFORMES	Tinamidae	Nothura darwinii agassizii	Bangs		1910	Proc. Biol. Soc. Wash. 23: 107	https://biodiversitylibrary.org/page/3334625
188	TINAMIFORMES	Tinamidae	Nothura darwinii boliviana	Salvadori		1895	"Cat. Birds Brit. Mus. 27: 558, 561"	https://biodiversitylibrary.org/page/8394163
189	TINAMIFORMES	Tinamidae	Nothura darwinii salvadorii	"Hartert, E"		1909	Novit. Zool. 16: 266	https://biodiversitylibrary.org/page/2996160
190	TINAMIFORMES	Tinamidae	Nothura darwinii darwinii	"Gray, GR"		1867	List Birds Brit. Mus. 5: 104	https://biodiversitylibrary.org/page/19060627
191	TINAMIFORMES	Tinamidae	Nothura maculosa	(Temminck)		1815	"Hist. Nat. Pig. Gallin. 3: 557, 748"	https://biodiversitylibrary.org/page/43752770
192	TINAMIFORMES	Tinamidae	Nothura maculosa cearensis	Naumburg		1932	Am. Mus. Novit. 554: 1	http://hdl.handle.net/2246/4194
193	TINAMIFORMES	Tinamidae	Nothura maculosa major	(Spix)		1825	Av. Sp. Nov. Brasil. 2: 64 pl. 80	https://biodiversitylibrary.org/page/41278019
194	TINAMIFORMES	Tinamidae	Nothura maculosa paludivaga	Conover		1950	Fieldiana Zool. 31: 357	https://biodiversitylibrary.org/page/2827653
195	TINAMIFORMES	Tinamidae	Nothura maculosa maculosa	(Temminck)		1815	"Hist. Nat. Pig. Gallin. 3: 557, 748"	https://biodiversitylibrary.org/page/43752770
196	TINAMIFORMES	Tinamidae	Nothura maculosa pallida	Olrog		1959	Neotropica 5: 41	
197	TINAMIFORMES	Tinamidae	Nothura maculosa annectens	Conover		1950	Fieldiana Zool. 31: 353	https://biodiversitylibrary.org/page/2827648
198	TINAMIFORMES	Tinamidae	Nothura maculosa submontana	Conover		1950	Fieldiana Zool. 31: 351	https://biodiversitylibrary.org/page/2827646
199	TINAMIFORMES	Tinamidae	Nothura maculosa nigroguttata	Salvadori		1895	"Cat. Birds Brit. Mus. 27: 558, 560"	https://biodiversitylibrary.org/page/8394163
200	TINAMIFORMES	Tinamidae	Nothura maculosa chacoensis	Conover		1937	Proc. Biol. Soc. Wash. 50: 227	https://biodiversitylibrary.org/page/34510488
201	TINAMIFORMES	Tinamidae	Taoniscus	Gloger	1.000	1842		
202	TINAMIFORMES	Tinamidae	Taoniscus nanus	(Temminck)		1815	"Hist. Nat. Pig. Gallin. 3: 600, 753"	https://biodiversitylibrary.org/page/43752813
203	TINAMIFORMES	Tinamidae	Eudromia	"Geoffroy Saint-Hilaire, I"	1.000	1832		
204	TINAMIFORMES	Tinamidae	Eudromia elegans	"Geoffroy Saint-Hilaire, I"		1832	Mag. Zool. 2 cl. 2: 3 pl. 1	https://biodiversitylibrary.org/page/37083568
205	TINAMIFORMES	Tinamidae	Eudromia elegans intermedia	(Dabbene & Lillo)		1913	"An. Mus. Nac. Hist. Nat. Buenos Aires 24: 192, 194 194 pl. 12"	https://biodiversitylibrary.org/page/14714125
206	TINAMIFORMES	Tinamidae	Eudromia elegans magnistriata	Olrog		1959	Neotropica 5: 19	
207	TINAMIFORMES	Tinamidae	Eudromia elegans riojana	Olrog		1959	Neotropica 5: 19	
208	TINAMIFORMES	Tinamidae	Eudromia elegans albida	(Wetmore)		1921	J. Wash. Acad. Sci. 11: 437	https://biodiversitylibrary.org/page/2185562
209	TINAMIFORMES	Tinamidae	Eudromia elegans wetmorei	Banks		1977	Proc. Biol. Soc. Wash. 89: 537	https://biodiversitylibrary.org/page/34553995
210	TINAMIFORMES	Tinamidae	Eudromia elegans numida	Banks		1977	Proc. Biol. Soc. Wash. 89: 536	https://biodiversitylibrary.org/page/34553994
211	TINAMIFORMES	Tinamidae	Eudromia elegans elegans	"Geoffroy Saint-Hilaire, I"		1832	Mag. Zool. 2 cl. 2: 3 pl. 1	https://biodiversitylibrary.org/page/37083568
212	TINAMIFORMES	Tinamidae	Eudromia elegans multiguttata	Conover		1950	Fieldiana Zool. 31: 367	https://biodiversitylibrary.org/page/2827448
213	TINAMIFORMES	Tinamidae	Eudromia elegans devia	Conover		1950	Fieldiana Zool. 31: 369	https://biodiversitylibrary.org/page/2827450
214	TINAMIFORMES	Tinamidae	Eudromia elegans patagonica	Conover		1950	Fieldiana Zool. 31: 364	https://biodiversitylibrary.org/page/2827438
215	TINAMIFORMES	Tinamidae	Eudromia formosa	(Lillo)		1905	Rev. Letr. Cienc. Soc. 3: 72	
216	TINAMIFORMES	Tinamidae	Eudromia formosa formosa	(Lillo)		1905	Rev. Letr. Cienc. Soc. 3: 72	
217	TINAMIFORMES	Tinamidae	Eudromia formosa mira	Brodkorb		1938	Occ. Pap. Mus. Zool. U. Michigan no. 382: 1	http://hdl.handle.net/2027.42/56821
218	TINAMIFORMES	Tinamidae	Tinamotis	Vigors	1.000	1837		
219	TINAMIFORMES	Tinamidae	Tinamotis pentlandii	Vigors		1837	Proc. Zool. Soc. London pt 4: 79	https://biodiversitylibrary.org/page/30570806
220	TINAMIFORMES	Tinamidae	Tinamotis ingoufi	Oustalet		1890	Ann. Sci. Nat. Zool. (Ser. 7) 9: [18]	https://biodiversitylibrary.org/page/33213203
221	ANSERIFORMES	Anhimidae	Anhima	Brisson	1.000	1760		
222	ANSERIFORMES	Anhimidae	Anhima cornuta	(Linnaeus)		1766	Syst. Nat. (ed. 12) 1: 232	https://biodiversitylibrary.org/page/42946428
223	ANSERIFORMES	Anhimidae	Chauna	Illiger	1.000	1811		
224	ANSERIFORMES	Anhimidae	Chauna chavaria	(Linnaeus)		1766	Syst. Nat. (ed. 12) 1: 260	https://biodiversitylibrary.org/page/42946456
225	ANSERIFORMES	Anhimidae	Chauna torquata	(Oken)		1816	Lehrbuch Naturgesch. Pt 3 sec. 2: 639	https://www.biodiversitylibrary.org/item/276843#page/667/mode/1up
226	ANSERIFORMES	Anseranatidae	Anseranas	"Lesson, R"	1.000	1828		
227	ANSERIFORMES	Anseranatidae	Anseranas semipalmata	(Latham)		1798	Trans. Linn. Soc. London (Ser. 1) 4: 103	https://biodiversitylibrary.org/page/753319
228	ANSERIFORMES	Anatidae	Dendrocygna	Swainson	1.000	1837		
229	ANSERIFORMES	Anatidae	Dendrocygna viduata	(Linnaeus)		1766	Syst. Nat. (ed. 12) 1: 205	https://biodiversitylibrary.org/page/42946401
230	ANSERIFORMES	Anatidae	Dendrocygna autumnalis	(Linnaeus)		1758	Syst. Nat. (ed. 10) 1: 127	https://biodiversitylibrary.org/page/727032
231	ANSERIFORMES	Anatidae	Dendrocygna autumnalis fulgens	Friedmann		1947	Condor 49: 190	https://sora.unm.edu/node/99884
232	ANSERIFORMES	Anatidae	Dendrocygna autumnalis autumnalis	(Linnaeus)		1758	Syst. Nat. (ed. 10) 1: 127	https://biodiversitylibrary.org/page/727032
233	ANSERIFORMES	Anatidae	Dendrocygna guttata	Schlegel		1866	Mus. Hist. Pays-Bas Rev. Meth. Crit. Coll. livr. 8 no. 31 Anseres: 85	
234	ANSERIFORMES	Anatidae	Dendrocygna arborea	(Linnaeus)		1758	Syst. Nat. (ed. 10) 1: 128	https://biodiversitylibrary.org/page/727033
235	ANSERIFORMES	Anatidae	Dendrocygna bicolor	(Vieillot)		1816	Nouv. Dict. d'Hist. Nat. 5: 136	https://biodiversitylibrary.org/page/18034609
236	ANSERIFORMES	Anatidae	Dendrocygna eytoni	(Eyton)		1838	Monogr. Anatidae: 111	https://biodiversitylibrary.org/page/36002243
237	ANSERIFORMES	Anatidae	Dendrocygna arcuata	(Horsfield)		1824	"Zool. Res. Java no. 8 pl. [64], text"	https://biodiversitylibrary.org/page/47293322
238	ANSERIFORMES	Anatidae	Dendrocygna arcuata arcuata	(Horsfield)		1824	"Zool. Res. Java no. 8 pl. [64], text"	https://biodiversitylibrary.org/page/47293322
239	ANSERIFORMES	Anatidae	Dendrocygna arcuata pygmaea	Mayr		1945	Am. Mus. Novit. 1294: 3	http://hdl.handle.net/2246/3811
240	ANSERIFORMES	Anatidae	Dendrocygna arcuata australis	Reichenbach		1850	Av. Syst. Nat. (4) Novit. col. 7	
241	ANSERIFORMES	Anatidae	Dendrocygna javanica	(Horsfield)		1821	Trans. Linn. Soc. London (Ser. 1) 13: 199	https://biodiversitylibrary.org/page/754932
242	ANSERIFORMES	Anatidae	Thalassornis	Eyton	1.000	1838		
243	ANSERIFORMES	Anatidae	Thalassornis leuconotus	Eyton		1838	Monogr. Anatidae: 168	https://biodiversitylibrary.org/page/36002308
244	ANSERIFORMES	Anatidae	Thalassornis leuconotus leuconotus	Eyton		1838	Monogr. Anatidae: 168	https://biodiversitylibrary.org/page/36002308
245	ANSERIFORMES	Anatidae	Thalassornis leuconotus insularis	Richmond		1897	Proc. U.S. Natl. Mus. 19: 678	https://biodiversitylibrary.org/page/7295574
246	ANSERIFORMES	Anatidae	Cereopsis	Latham	1.000	1801		
247	ANSERIFORMES	Anatidae	Cereopsis novaehollandiae	Latham		1801	Suppl. ind. orn.: lxvii	https://biodiversitylibrary.org/page/33261441
248	ANSERIFORMES	Anatidae	Cereopsis novaehollandiae novaehollandiae	Latham		1801	Suppl. ind. orn.: lxvii	https://biodiversitylibrary.org/page/33261441
249	ANSERIFORMES	Anatidae	Cereopsis novaehollandiae grisea	(Vieillot)		1818	Nouv. Dict. d'Hist. Nat. 23: 336	https://biodiversitylibrary.org/page/18039886
250	ANSERIFORMES	Anatidae	Branta	Scopoli	1.000	1769		
251	ANSERIFORMES	Anatidae	Branta bernicla	(Linnaeus)		1758	Syst. Nat. (ed. 10) 1: 124	https://biodiversitylibrary.org/page/727029
252	ANSERIFORMES	Anatidae	Branta bernicla nigricans	(Lawrence)		1846	Ann. Lyc. Nat. Hist. N. Y. 4: 171 pl. 12	https://biodiversitylibrary.org/page/3370007
253	ANSERIFORMES	Anatidae	Branta bernicla bernicla	(Linnaeus)		1758	Syst. Nat. (ed. 10) 1: 124	https://biodiversitylibrary.org/page/727029
254	ANSERIFORMES	Anatidae	Branta bernicla hrota	"(Müller, OF)"		1776	Zool. Danica. Prodromus: 14	https://biodiversitylibrary.org/page/41499655
255	ANSERIFORMES	Anatidae	Branta ruficollis	(Pallas)		1769	Spic. Zool. 1 fasc. 6: 21 pl. 4	https://biodiversitylibrary.org/page/27817861
256	ANSERIFORMES	Anatidae	Branta sandvicensis	(Vigors)		1834	Proc. Zool. Soc. London pt 1: 43	https://biodiversitylibrary.org/page/12859639
257	ANSERIFORMES	Anatidae	Branta canadensis	(Linnaeus)		1758	Syst. Nat. (ed. 10) 1: 123	https://biodiversitylibrary.org/page/727028
258	ANSERIFORMES	Anatidae	Branta canadensis occidentalis	"(Baird, SF)"		1858	Rep. Expl. Surv. R.R. Pac. 9: 766	https://biodiversitylibrary.org/page/11689966
259	ANSERIFORMES	Anatidae	Branta canadensis fulva	Delacour		1951	Am. Mus. Novit. 1537: 7	http://hdl.handle.net/2246/3908
260	ANSERIFORMES	Anatidae	Branta canadensis maxima	Delacour		1951	Am. Mus. Novit. 1537: 5	http://hdl.handle.net/2246/3908
261	ANSERIFORMES	Anatidae	Branta canadensis parvipes	(Cassin)		1852	Proc. Acad. Nat. Sci. Philadelphia 6: 187	https://biodiversitylibrary.org/page/1779723
262	ANSERIFORMES	Anatidae	Branta canadensis moffitti	Aldrich		1946	Wilson Bull. 58: 96	https://biodiversitylibrary.org/page/52152864
263	ANSERIFORMES	Anatidae	Branta canadensis interior	Todd		1938	Auk 55: 662	https://sora.unm.edu/sites/default/files/journals/auk/v055n04/p0661-p0662.pdf
264	ANSERIFORMES	Anatidae	Branta canadensis canadensis	(Linnaeus)		1758	Syst. Nat. (ed. 10) 1: 123	https://biodiversitylibrary.org/page/727028
265	ANSERIFORMES	Anatidae	Branta leucopsis	(Bechstein)		1803	Orn. Tasch. Deutschland 2: 424	https://biodiversitylibrary.org/page/41099036
266	ANSERIFORMES	Anatidae	Branta hutchinsii	(Richardson)		1832	Fauna Bor. Am.2 : 470	https://biodiversitylibrary.org/page/27217694
267	ANSERIFORMES	Anatidae	Branta hutchinsii leucopareia	"(Brandt, JF)"		1836	Bull. Sci. Acad. Imp. Sci. St. Petersb. 1 no. 5: 37 pl. 2	https://www.biodiversitylibrary.org/item/43693#page/59/mode/1up
268	ANSERIFORMES	Anatidae	Branta hutchinsii minima	Ridgway		1885	Proc. U.S. Natl. Mus. 8: 22	https://biodiversitylibrary.org/page/15382943
269	ANSERIFORMES	Anatidae	Branta hutchinsii taverneri	Delacour		1951	Am. Mus. Novit. 1537: 7	http://hdl.handle.net/2246/3908
270	ANSERIFORMES	Anatidae	Branta hutchinsii hutchinsii	(Richardson)		1832	Fauna Bor. Am. 2: 470	https://biodiversitylibrary.org/page/27217694
271	ANSERIFORMES	Anatidae	Anser	Brisson	1.000	1760		
272	ANSERIFORMES	Anatidae	Anser indicus	(Latham)		1790	Index Orn. 2: 839	https://biodiversitylibrary.org/page/53510264
273	ANSERIFORMES	Anatidae	Anser canagicus	(Sevastianov)		1802	"Nova Acta Acad. Sci. Imp. St. Pétersb. 13: 349, pl. 10"	
274	ANSERIFORMES	Anatidae	Anser rossii	Cassin		1861	Proc. Acad. Nat. Sci. Philadelphia 13: 72	https://www.biodiversitylibrary.org/page/1683201
275	ANSERIFORMES	Anatidae	Anser caerulescens	(Linnaeus)		1758	Syst. Nat. (ed. 10) 1: 124	https://biodiversitylibrary.org/page/727029
276	ANSERIFORMES	Anatidae	Anser caerulescens caerulescens	(Linnaeus)		1758	Syst. Nat. (ed. 10) 1: 124	https://biodiversitylibrary.org/page/727029
277	ANSERIFORMES	Anatidae	Anser caerulescens atlanticus	(Kennard)		1927	Proc. New Engl. Zool. Cl. 9: 93	
278	ANSERIFORMES	Anatidae	Anser anser	(Linnaeus)		1758	Syst. Nat. (ed. 10) 1: 123	https://biodiversitylibrary.org/page/727028
279	ANSERIFORMES	Anatidae	Anser anser anser	(Linnaeus)		1758	Syst. Nat. (ed. 10) 1: 123	https://biodiversitylibrary.org/page/727028
280	ANSERIFORMES	Anatidae	Anser anser rubrirostris	Swinhoe		1871	Proc. Zool. Soc. London (1871): 416	https://biodiversitylibrary.org/page/28554274
281	ANSERIFORMES	Anatidae	Anser cygnoides	(Linnaeus)		1758	Syst. Nat. (ed. 10) 1: 122	https://biodiversitylibrary.org/page/727027
282	ANSERIFORMES	Anatidae	Anser fabalis	(Latham)		1787	Gen. Syn. Birds Suppl.: 297	https://biodiversitylibrary.org/page/33046896
283	ANSERIFORMES	Anatidae	Anser fabalis fabalis	(Latham)		1787	Gen. Syn. Birds Suppl.: 297	https://biodiversitylibrary.org/page/33046896
284	ANSERIFORMES	Anatidae	Anser fabalis johanseni	Delacour		1951	Ardea 39: 139	http://ardea.nou.nu/ardea_show_article.php?nr=984
285	ANSERIFORMES	Anatidae	Anser fabalis middendorffii	Severtsov		1873	"Izv. Imp. O. Liub. Est. Antr. Etn. 8: 70, 149"	
286	ANSERIFORMES	Anatidae	Anser brachyrhynchus	Baillon		1834	Mem. Soc. R. Emulat. Abbevil. [1833]: 74	
287	ANSERIFORMES	Anatidae	Anser serrirostris	Gould		1852	Proc. Zool. Soc. London (1871): 417	https://biodiversitylibrary.org/page/28554275
288	ANSERIFORMES	Anatidae	Anser serrirostris rossicus	Buturlin		1933	Opredelitel Promyslovykh Ptits 1: 60	
289	ANSERIFORMES	Anatidae	Anser serrirostris serrirostris	Gould		1852	Proc. Zool. Soc. London (1871): 417	https://biodiversitylibrary.org/page/28554275
290	ANSERIFORMES	Anatidae	Anser albifrons	(Scopoli)		1769	Annus I Hist. Nat.: 69	https://biodiversitylibrary.org/page/31117696
291	ANSERIFORMES	Anatidae	Anser albifrons flavirostris	"Dalgety & Scott, P"		1948	"Bull. B.O.C. 68: 115 pl. 3, 4"	https://biodiversitylibrary.org/page/40587889
292	ANSERIFORMES	Anatidae	Anser albifrons albifrons	(Scopoli)		1769	Annus I Hist. Nat.: 69	https://biodiversitylibrary.org/page/31117696
293	ANSERIFORMES	Anatidae	Anser albifrons elgasi	Delacour & Ripley		1975	Am. Mus. Novit. 2565: 2	http://hdl.handle.net/2246/2758
294	ANSERIFORMES	Anatidae	Anser albifrons gambelli	Hartlaub		1852	Rev. Mag. Zool. (Ser. 2) 4: 7	https://biodiversitylibrary.org/page/2318738
295	ANSERIFORMES	Anatidae	Anser albifrons sponsa	Banks		2011	Proc. Biol. Soc. Wash. 124: 231	
296	ANSERIFORMES	Anatidae	Anser erythropus	(Linnaeus)		1758	Syst. Nat. (ed. 10) 1: 123	https://biodiversitylibrary.org/page/727028
297	ANSERIFORMES	Anatidae	Coscoroba	Reichenbach	1.000	1853		
298	ANSERIFORMES	Anatidae	Coscoroba coscoroba	(Molina)		1782	"Saggio Storia Nat. Chile: 234, 344"	https://bibdigital.rjb.csic.es/viewer/9635/?offset=&height_top=50#page=235&viewer=picture&o=bookmark&n=0&q=
299	ANSERIFORMES	Anatidae	Cygnus	Garsault	1.000	1764		
300	ANSERIFORMES	Anatidae	Cygnus atratus	(Latham)		1790	Index Orn. 2: 834	https://biodiversitylibrary.org/page/53510259
301	ANSERIFORMES	Anatidae	Cygnus melancoryphus	(Molina)		1782	"Saggio Storia Nat. Chile: 234, 344"	https://bibdigital.rjb.csic.es/viewer/9635/?offset=&height_top=50#page=235&viewer=picture&o=bookmark&n=0&q=
302	ANSERIFORMES	Anatidae	Cygnus olor	"(Gmelin, JF)"		1789	Syst. Nat. (ed. 12) 1: 501	https://biodiversitylibrary.org/page/2655994
303	ANSERIFORMES	Anatidae	Cygnus buccinator	Richardson		1831	Am. Orn. [Jameson ed.] 4: 345	https://biodiversitylibrary.org/page/54563606
304	ANSERIFORMES	Anatidae	Cygnus columbianus	(Ord)		1815	Geogr. ed. 2 (Am.) 2: 319	https://biodiversitylibrary.org/page/40043593
305	ANSERIFORMES	Anatidae	Cygnus columbianus columbianus	(Ord)		1815	Geogr. ed. 3 (Am.) 2: 319	https://biodiversitylibrary.org/page/40043593
306	ANSERIFORMES	Anatidae	Cygnus columbianus bewickii	Yarrell		1830	Edinb. J. Nat. Geogr. Sci. 1: 477	
307	ANSERIFORMES	Anatidae	Cygnus cygnus	(Linnaeus)		1758	Syst. Nat. (ed. 10) 1: 122	https://biodiversitylibrary.org/page/727027
308	ANSERIFORMES	Anatidae	Stictonetta	Reichenbach	1.000	1853		
309	ANSERIFORMES	Anatidae	Stictonetta naevosa	(Gould)		1841	Proc. Zool. Soc. London (1840): 177	https://www.biodiversitylibrary.org/page/30571616
310	ANSERIFORMES	Anatidae	Hymenolaimus	"Gray, GR"	1.000	1843		
311	ANSERIFORMES	Anatidae	Hymenolaimus malacorhynchos	"(Gmelin, JF)"		1789	Syst. Nat. (ed. 13) 1: 526	https://www.biodiversitylibrary.org/page/2656019
312	ANSERIFORMES	Anatidae	Tachyeres	Owen	1.000	1875		
313	ANSERIFORMES	Anatidae	Tachyeres patachonicus	"(King, PP)"		1831	Proc. Comm. Zool. Soc. London pt 1: 15	https://biodiversitylibrary.org/page/12861423
314	ANSERIFORMES	Anatidae	Tachyeres pteneres	"(Forster, JR)"		1844	Descr. Anim. itin. Maris Aust. Terr. ed. Licht.: 338	https://biodiversitylibrary.org/page/41559497
315	ANSERIFORMES	Anatidae	Tachyeres brachypterus	(Latham)		1790	Index Orn. 2: 834	https://www.biodiversitylibrary.org/page/53510259
316	ANSERIFORMES	Anatidae	Tachyeres leucocephalus	Humphrey & Thompson		1981	Occ. Pap. Mus. Nat. Hist. Univ. Kans. no. 95: 3	https://biodiversitylibrary.org/page/4138781
317	ANSERIFORMES	Anatidae	Merganetta	Gould	1.000	1842		
318	ANSERIFORMES	Anatidae	Merganetta armata	Gould		1842	Proc. Zool. Soc. London pt 9: 95	https://biodiversitylibrary.org/page/30679717
319	ANSERIFORMES	Anatidae	Merganetta armata colombiana	Des Murs		1845	Rev. Zool. 8: 179	https://biodiversitylibrary.org/page/2327414
320	ANSERIFORMES	Anatidae	Merganetta armata leucogenis	(Tschudi)		1843	Arch. Naturgesch. 9: 390	https://biodiversitylibrary.org/page/13703421
321	ANSERIFORMES	Anatidae	Merganetta armata turneri	"Sclater, PL & Salvin"		1869	Exotic Orn. Pt 13: 199 pl. C	https://biodiversitylibrary.org/page/38677201
322	ANSERIFORMES	Anatidae	Merganetta armata garleppi	Berlepsch		1894	Orn. Monatsb. 2: 110	https://biodiversitylibrary.org/page/8748400
323	ANSERIFORMES	Anatidae	Merganetta armata berlepschi	"Hartert, E"		1909	Novit. Zool. 16: 244	https://biodiversitylibrary.org/page/2996138
324	ANSERIFORMES	Anatidae	Merganetta armata armata	Gould		1842	Proc. Zool. Soc. London pt 9: 95	https://biodiversitylibrary.org/page/30679717
325	ANSERIFORMES	Anatidae	Plectropterus	Stephens	1.000	1824		
326	ANSERIFORMES	Anatidae	Plectropterus gambensis	(Linnaeus)		1766	Syst. Nat. (ed. 12) 1: 195	https://www.biodiversitylibrary.org/page/42946391
327	ANSERIFORMES	Anatidae	Plectropterus gambensis gambensis	(Linnaeus)		1766	Syst. Nat. (ed. 12) 1: 195	https://www.biodiversitylibrary.org/page/42946391
328	ANSERIFORMES	Anatidae	Plectropterus gambensis niger	"Sclater, PL"		1877	Proc. Zool. Soc. London (1877): 48	https://www.biodiversitylibrary.org/page/28510595
329	ANSERIFORMES	Anatidae	Sarkidiornis	Eyton	1.000	1838		
330	ANSERIFORMES	Anatidae	Sarkidiornis sylvicola	"Ihering, H & Ihering, R"		1907	"Cat. Fauna Brazil pp. 74, 408"	https://www.biodiversitylibrary.org/page/12665504
331	ANSERIFORMES	Anatidae	Sarkidiornis melanotos	(Pennant)		1769	"Indn. Zool. p. 12, pl. 11"	https://biodiversitylibrary.org/page/56772636
332	ANSERIFORMES	Anatidae	Cyanochen	Bonaparte	1.000	1856		
333	ANSERIFORMES	Anatidae	Cyanochen cyanoptera	(Rüppell)		1845	Systemat. Uebers. Vog. N.-O. Afr.: 129 pl. 47	https://biodiversitylibrary.org/page/35998071
334	ANSERIFORMES	Anatidae	Alopochen	Stejneger	1.000	1885		
